row_number,plant_number,date,truss_number,brix,diameter,fruit_number,weight,total_sap,total_sap_mean,week_before_sap,week_before_sap_mean,week_after_sap,week_after_sap_mean
121,411,2019-04-03 00:00:00,4,,,14.0,241.0,47466.708000000006,765.5920645161291,9111.3,1138.9125,10241.904999999999,1280.2381249999999
121,411,2019-04-03 00:00:00,5,,,13.0,225.0,47466.708000000006,765.5920645161291,9111.3,1138.9125,10241.904999999999,1280.2381249999999
123,501,2019-04-03 00:00:00,1,4.7,60.0,6.0,711.0,54895.674000000006,885.4140967741937,8952.873,1119.109125,9735.666,1216.95825
124,502,2019-04-03 00:00:00,1,,,5.0,683.0,54895.674000000006,885.4140967741937,8952.873,1119.109125,9735.666,1216.95825
125,503,2019-04-03 00:00:00,1,,,6.0,735.0,54895.674000000006,885.4140967741937,8952.873,1119.109125,9735.666,1216.95825
126,504,2019-04-03 00:00:00,1,,,6.0,616.0,54895.674000000006,885.4140967741937,8952.873,1119.109125,9735.666,1216.95825
127,505,2019-04-03 00:00:00,1,,,6.0,687.0,54895.674000000006,885.4140967741937,8952.873,1119.109125,9735.666,1216.95825
128,506,2019-04-03 00:00:00,2,5.6,58.0,6.0,586.0,54895.674000000006,885.4140967741937,8952.873,1119.109125,9735.666,1216.95825
129,507,2019-04-03 00:00:00,1,,,6.0,706.0,54895.674000000006,885.4140967741937,8952.873,1119.109125,9735.666,1216.95825
130,508,2019-04-03 00:00:00,1,4.7,61.0,6.0,747.0,54895.674000000006,885.4140967741937,8952.873,1119.109125,9735.666,1216.95825
131,509,2019-04-03 00:00:00,1,4.6,56.0,6.0,639.0,54895.674000000006,885.4140967741937,8952.873,1119.109125,9735.666,1216.95825
